source_id,date,description,pollutant_ppm,biological,results
KiRu26617224,6/13/22 9:37,Clean,0.0586963,1.56E-05,Clean
AmAm09689224,6/13/22 9:43,Clean,0.0616411,8.06E-05,Clean
KiIs23545224,6/13/22 9:52,Clean,0.0686237,5.61E-05,Clean
KiAm21934224,6/13/22 10:00,"Inorganic contaminants: Chromium, Copper, Silver, Lead",9.00383,0,Contaminated: Chemical
HaRu19491224,6/13/22 11:02,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu06443224,6/13/22 11:14,Inorganic contaminants: Copper,9.51157,0,Contaminated: Chemical
KiRu25292224,6/13/22 11:22,"Inorganic contaminants: Cadmium, Chromium, Zinc, Arsenic",2.01672,0,Contaminated: Chemical
AkHa00417224,6/13/22 11:28,Clean,0.0281234,3.91E-05,Clean
AkRu02878224,6/13/22 13:15,"Inorganic contaminants: Lead, Copper, Barium, Copper",9.17533,0,Contaminated: Chemical
HaRu18531224,6/13/22 13:57,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu38066224,6/13/22 14:02,"Inorganic contaminants: Mercury, Barium",6.01197,0,Contaminated: Chemical
KiRu26409224,6/13/22 14:26,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu05287224,6/13/22 14:37,Clean,0.0727385,2.68E-05,Clean
KiRu27067224,6/13/22 14:48,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiRu25805224,6/13/22 14:51,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaSe21327224,6/13/22 15:04,Clean,0.0924143,1.69E-05,Clean
SoRu38647224,6/13/22 15:24,"Inorganic contaminants: Barium, Copper, Copper",3.86711,0,Contaminated: Chemical
HaDj16844224,6/13/22 15:51,"Inorganic contaminants: Zinc, Chromium",5.03528,0,Contaminated: Chemical
HaDe16547224,6/13/22 16:14,Bacteria: E. coli,0,30.9804,Contaminated: Biological
SoRu37831224,6/13/22 16:47,Bacteria: E. coli,0,6.56465,Contaminated: Biological
AmPw12453224,6/16/22 9:23,Inorganic contaminants: Zinc,6.20178,0,Contaminated: Chemical
HaRu18848224,6/16/22 9:43,Clean,0.0647253,4.14E-06,Clean
KiRu26881224,6/16/22 10:21,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoRu35697224,6/16/22 10:25,"Inorganic contaminants: Arsenic, Cadmium",2.61606,0,Contaminated: Chemical
AkRu06920224,6/16/22 10:29,Inorganic contaminants: Barium,4.40103,0,Contaminated: Chemical
AkRu06003224,6/16/22 10:51,"Inorganic contaminants: Chromium, Mercury",3.1391,0,Contaminated: Chemical
AkRu03719224,6/16/22 11:01,Clean,0.0535316,7.00E-05,Clean
HaAm16126224,6/16/22 11:30,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
HaRu18979224,6/16/22 11:36,Bacteria: E. coli,0,39.882,Contaminated: Biological
AkRu07164224,6/16/22 11:43,Clean,0.0882435,3.74E-05,Clean
AkRu07282224,6/16/22 11:48,Clean,0.0968613,7.70E-05,Clean
AkRu08362224,6/16/22 12:12,Clean,0.0150533,7.27E-05,Clean
AkHa00340224,6/16/22 12:18,"Inorganic contaminants: Chromium, Silver",7.54997,0,Contaminated: Chemical
KiRu29236224,6/16/22 12:49,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoMa34508224,6/16/22 13:15,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
KiRu27662224,6/16/22 13:25,Clean,0.0697344,3.26E-05,Clean
AkRu06233224,6/16/22 13:26,Clean,0.0953639,4.50E-05,Clean
AkLu02475224,6/16/22 14:24,"Inorganic contaminants: Barium, Cadmium",9.32811,0,Contaminated: Chemical
HaZa21671224,6/16/22 14:41,Clean,0.0171225,2.73E-05,Clean
AkRu08767224,6/16/22 14:56,"Inorganic contaminants: Silver, Cadmium, Arsenic, Cadmium",6.21616,0,Contaminated: Chemical
AkLu02244224,6/16/22 15:16,Inorganic contaminants: Lead,1.73111,0,Contaminated: Chemical
HaAm16241224,6/16/22 15:28,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaRu17468224,6/16/22 16:02,Inorganic contaminants: Cadmium,3.5859,0,Contaminated: Chemical
SoRu39044224,6/16/22 16:15,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu04291224,6/16/22 16:55,Clean,0.0389099,1.32E-06,Clean
AkRu05549224,6/17/22 9:04,"Inorganic contaminants: Arsenic, Selenium",7.83153,0,Contaminated: Chemical
SoRu36495224,6/17/22 9:12,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu07516224,6/17/22 9:24,Inorganic contaminants: Selenium,1.04414,0,Contaminated: Chemical
HaDe16586224,6/17/22 9:29,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaRu17574224,6/17/22 9:33,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiAm22553224,6/17/22 9:39,Bacteria: E. coli,0,29.7159,Contaminated: Biological
AmRu14902224,6/17/22 9:48,Clean,0.094883,2.48E-05,Clean
AkKi00841224,6/17/22 9:54,Clean,0.0913401,1.98E-05,Clean
KiRu26206224,6/17/22 10:14,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmRu15169224,6/17/22 10:43,Inorganic contaminants: Selenium,1.60608,0,Contaminated: Chemical
AkKi00866224,6/17/22 11:04,"Inorganic contaminants: Lead, Chromium, Lead",9.17211,0,Contaminated: Chemical
AmRu13335224,6/17/22 11:38,"Inorganic contaminants: Lead, Chromium, Selenium, Lead",7.66742,0,Contaminated: Chemical
KiRu25674224,6/17/22 11:57,Inorganic contaminants: Mercury,7.79436,0,Contaminated: Chemical
AmPw12381224,6/17/22 12:21,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu04502224,6/17/22 12:43,"Inorganic contaminants: Chromium, Copper, Lead, Zinc",9.58484,0,Contaminated: Chemical
HaRu18134224,6/17/22 12:51,"Inorganic contaminants: Copper, Cadmium, Mercury",8.67999,0,Contaminated: Chemical
AmRu14664224,6/17/22 13:03,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkHa00089224,6/17/22 13:04,Bacteria: E. coli,0,28.9335,Contaminated: Biological
AkKi01452224,6/17/22 13:30,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiHa23237224,6/17/22 13:45,"Inorganic contaminants: Copper, Silver",5.09975,0,Contaminated: Chemical
KiRu29049224,6/17/22 14:00,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiRu28910224,6/17/22 14:49,Clean,0.0738529,2.48E-05,Clean
HaRu18730224,6/17/22 15:17,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu18061224,6/17/22 15:21,Bacteria: E. coli,0,5.51981,Contaminated: Biological
SoRu37553224,6/17/22 15:58,"Inorganic contaminants: Zinc, Zinc, Zinc, Zinc",2.76177,0,Contaminated: Chemical
SoRu36227224,6/17/22 16:19,Inorganic contaminants: Copper,4.67728,0,Contaminated: Chemical
AkRu03927224,6/17/22 16:25,Clean,0.0837409,6.45E-05,Clean
AkRu03055224,6/17/22 16:35,"Inorganic contaminants: Copper, Barium, Cadmium, Selenium",9.32384,0,Contaminated: Chemical
AmRu13209224,6/17/22 16:43,Inorganic contaminants: Arsenic,2.40376,0,Contaminated: Chemical
AkRu07707224,6/17/22 16:53,Inorganic contaminants: Barium,2.16005,0,Contaminated: Chemical
AkRu06504224,6/17/22 16:56,"Inorganic contaminants: Barium, Chromium, Mercury, Cadmium",6.58841,0,Contaminated: Chemical
SoMa34019224,6/18/22 9:02,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiHa22729224,6/18/22 9:24,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AmRu13405224,6/18/22 9:27,Clean,0.0968765,4.83E-05,Clean
HaZa21817224,6/18/22 9:56,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu03421224,6/18/22 9:56,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiRu28374224,6/18/22 10:03,"Inorganic contaminants: Copper, Chromium, Silver, Arsenic",2.76159,0,Contaminated: Chemical
AmRu15195224,6/18/22 10:23,Clean,0.0414472,4.77E-05,Clean
KiRu29607224,6/18/22 10:38,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkRu03959224,6/18/22 10:56,Inorganic contaminants: Silver,3.16461,0,Contaminated: Chemical
AkRu06866224,6/18/22 10:59,"Inorganic contaminants: Mercury, Mercury",6.86669,0,Contaminated: Chemical
AkRu06535224,6/18/22 11:07,Clean,0.0626185,9.38E-05,Clean
AkRu07097224,6/18/22 11:10,"Inorganic contaminants: Copper, Lead, Cadmium, Copper",4.9311,0,Contaminated: Chemical
KiRu30143224,6/18/22 11:37,"Inorganic contaminants: Lead, Arsenic, Mercury",5.09218,0,Contaminated: Chemical
AkRu08223224,6/18/22 11:39,"Inorganic contaminants: Chromium, Silver, Copper",7.87026,0,Contaminated: Chemical
AkKi01256224,6/18/22 11:40,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiMr24286224,6/18/22 11:44,Clean,0.0593514,2.57E-05,Clean
AkLu02585224,6/18/22 11:48,Clean,0.0692659,4.72E-05,Clean
KiHa22691224,6/18/22 12:00,"Inorganic contaminants: Lead, Selenium, Arsenic",7.20893,0,Contaminated: Chemical
AkRu07181224,6/18/22 12:05,Inorganic contaminants: Selenium,7.73081,0,Contaminated: Chemical
HaZa21669224,6/18/22 12:07,Inorganic contaminants: Arsenic,2.10976,0,Contaminated: Chemical
AkRu07983224,6/18/22 12:07,Inorganic contaminants: Barium,4.45945,0,Contaminated: Chemical
AmRu15602224,6/18/22 12:15,Inorganic contaminants: Silver,7.16047,0,Contaminated: Chemical
AkRu05142224,6/18/22 12:43,"Inorganic contaminants: Lead, Silver, Barium",9.26866,0,Contaminated: Chemical
AkKi01444224,6/18/22 12:57,"Inorganic contaminants: Selenium, Mercury",6.82849,0,Contaminated: Chemical
AmAm09879224,6/18/22 13:16,Bacteria: E. coli,0,40.7986,Contaminated: Biological
AmRu14281224,6/18/22 13:23,Clean,0.07983,5.91E-05,Clean
HaAm16224224,6/18/22 13:26,"Inorganic contaminants: Mercury, Mercury, Lead, Barium",3.37793,0,Contaminated: Chemical
HaRu19733224,6/18/22 14:02,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu03225224,6/18/22 14:26,Clean,0.0157486,5.37E-05,Clean
HaRu18604224,6/18/22 14:32,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu07126224,6/18/22 14:47,Clean,0.0652688,9.13E-05,Clean
HaRu17394224,6/18/22 16:03,"Inorganic contaminants: Copper, Zinc",1.93872,0,Contaminated: Chemical
KiRu25796224,6/18/22 16:06,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaDe16475224,6/18/22 16:11,Bacteria: E. coli,0.0689293,13.741,Contaminated: Biological
KiRu28977224,6/18/22 16:25,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaRu19479224,6/18/22 16:55,Inorganic contaminants: Silver,2.96701,0,Contaminated: Chemical
AkHa00219224,6/19/22 9:00,Clean,0.0151666,2.58E-06,Clean
AkRu06952224,6/19/22 9:01,"Inorganic contaminants: Cadmium, Copper",3.36057,0,Contaminated: Chemical
AkHa00044224,6/19/22 9:21,Clean,0.0175615,2.70E-05,Clean
AkRu03334224,6/19/22 9:29,Clean,0.0225534,2.74E-05,Clean
SoRu37072224,6/19/22 9:32,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiIs23621224,6/19/22 9:40,Clean,0.0816797,5.61E-05,Clean
KiMr25187224,6/19/22 10:13,"Inorganic contaminants: Barium, Arsenic",2.83501,0,Contaminated: Chemical
AkRu07258224,6/19/22 10:59,Clean,0.0678903,9.83E-05,Clean
AkRu07495224,6/19/22 11:07,Inorganic contaminants: Zinc,8.4933,0,Contaminated: Chemical
AmRu15510224,6/19/22 11:12,Clean,0.0393752,2.30E-05,Clean
AkRu04067224,6/19/22 11:54,"Inorganic contaminants: Arsenic, Selenium, Copper",4.42842,0,Contaminated: Chemical
SoCh32076224,6/19/22 11:55,"Inorganic contaminants: Chromium, Mercury, Silver",2.47859,0,Contaminated: Chemical
AkRu02773224,6/19/22 12:09,Clean,0.0668322,2.01E-05,Clean
AkRu03276224,6/19/22 12:09,Bacteria: E. coli,0,37.4335,Contaminated: Biological
KiHa22869224,6/19/22 12:10,"Inorganic contaminants: Silver, Mercury, Cadmium, Mercury",1.02233,0,Contaminated: Chemical
KiMr24439224,6/19/22 12:27,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu27192224,6/19/22 12:30,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu08812224,6/19/22 12:46,"Inorganic contaminants: Lead, Cadmium",7.96359,0,Contaminated: Chemical
HaRu19078224,6/19/22 12:51,Inorganic contaminants: Chromium,1.43789,0,Contaminated: Chemical
AkLu01735224,6/19/22 12:55,Clean,0.0267267,3.14E-05,Clean
AkKi00990224,6/19/22 13:37,"Inorganic contaminants: Selenium, Cadmium",3.64775,0,Contaminated: Chemical
AmAs10656224,6/19/22 13:55,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoMa34133224,6/19/22 14:05,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu18075224,6/19/22 14:19,Inorganic contaminants: Selenium,1.42568,0,Contaminated: Chemical
AkRu06330224,6/19/22 14:27,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaDe16476224,6/19/22 14:30,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu27745224,6/19/22 14:57,Inorganic contaminants: Cadmium,4.11625,0,Contaminated: Chemical
AkRu07749224,6/19/22 15:04,"Inorganic contaminants: Lead, Mercury, Copper, Arsenic",7.72134,0,Contaminated: Chemical
SoRu37796224,6/19/22 15:04,"Inorganic contaminants: Barium, Copper, Arsenic, Zinc",7.44631,0,Contaminated: Chemical
KiRu27500224,6/19/22 15:37,Clean,0.0671626,9.70E-05,Clean
SoMa33899224,6/19/22 16:02,"Inorganic contaminants: Arsenic, Silver",3.91736,0,Contaminated: Chemical
AmBe11193224,6/19/22 16:02,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu38822224,6/19/22 16:25,"Inorganic contaminants: Silver, Mercury, Zinc, Silver",2.2549,0,Contaminated: Chemical
KiRu28588224,6/20/22 9:00,"Inorganic contaminants: Cadmium, Arsenic, Barium",4.49239,0,Contaminated: Chemical
AkKi01485224,6/20/22 9:12,Clean,0.0772089,9.07E-05,Clean
KiRu26615224,6/20/22 10:11,"Inorganic contaminants: Selenium, Arsenic",7.78631,0,Contaminated: Chemical
AkRu03227224,6/20/22 10:21,Clean,0.0827207,6.24E-05,Clean
SoCh32264224,6/20/22 10:22,"Inorganic contaminants: Lead, Cadmium, Silver",1.35186,0,Contaminated: Chemical
AkRu07595224,6/20/22 10:45,Clean,0.0858202,3.98E-05,Clean
AmPw12310224,6/20/22 11:07,Clean,0.0739145,1.20E-05,Clean
AkRu08418224,6/20/22 11:23,"Inorganic contaminants: Zinc, Zinc",7.26534,0,Contaminated: Chemical
AkRu08229224,6/20/22 11:39,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaSe21056224,6/20/22 12:12,Clean,0.064995,4.04E-05,Clean
AkRu05058224,6/20/22 12:20,Clean,0.0521991,6.60E-05,Clean
SoRu36083224,6/20/22 12:46,Inorganic contaminants: Chromium,8.04363,0,Contaminated: Chemical
KiMr24333224,6/20/22 12:58,"Inorganic contaminants: Barium, Zinc, Lead, Cadmium",4.54185,0,Contaminated: Chemical
SoRu37062224,6/20/22 13:10,Clean,0.0164293,8.87E-06,Clean
AmRu14365224,6/20/22 13:46,"Inorganic contaminants: Cadmium, Barium",3.17459,0,Contaminated: Chemical
KiAm22579224,6/20/22 14:36,"Inorganic contaminants: Cadmium, Zinc, Arsenic",8.59706,0,Contaminated: Chemical
KiRu28081224,6/20/22 15:05,Clean,0.0642394,4.64E-05,Clean
SoRu39111224,6/20/22 15:10,"Inorganic contaminants: Lead, Cadmium, Mercury, Mercury",4.74845,0,Contaminated: Chemical
KiRu25338224,6/20/22 15:21,"Inorganic contaminants: Copper, Silver",5.21459,0,Contaminated: Chemical
AkRu08760224,6/20/22 15:38,Clean,0.02924,5.19E-06,Clean
SoIl32970224,6/20/22 15:39,"Inorganic contaminants: Chromium, Mercury",5.6846,0,Contaminated: Chemical
AkLu01825224,6/20/22 16:16,Clean,0.0239292,8.69E-05,Clean
AkKi00864224,6/20/22 16:19,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu08838224,6/20/22 16:20,Clean,0.0695591,1.88E-05,Clean
KiRu27795224,6/20/22 16:43,Bacteria: E. coli,0,14.7719,Contaminated: Biological
KiHa23466224,6/20/22 16:49,Inorganic contaminants: Lead,3.606,0,Contaminated: Chemical
SoRu36774224,6/23/22 9:11,"Inorganic contaminants: Chromium, Chromium, Mercury, Chromium",4.16835,0,Contaminated: Chemical
AkRu06205224,6/23/22 9:24,Clean,0.0857888,3.34E-05,Clean
AmRu14636224,6/23/22 9:41,Clean,0.0519122,1.08E-05,Clean
KiMr24791224,6/23/22 9:45,"Inorganic contaminants: Cadmium, Silver, Arsenic",8.11438,0,Contaminated: Chemical
KiRu30184224,6/23/22 9:59,Clean,0.0402411,5.35E-05,Clean
KiRu28599224,6/23/22 10:13,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoRu39448224,6/23/22 10:26,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiRu26093224,6/23/22 11:08,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu29983224,6/23/22 11:20,Clean,0.0531185,3.53E-05,Clean
HaZa21874224,6/23/22 11:24,Bacteria: E. coli,0,11.559,Contaminated: Biological
KiHa23072224,6/23/22 11:25,Clean,0.0756797,1.58E-05,Clean
AkRu07808224,6/23/22 11:28,Clean,0.0210019,7.33E-05,Clean
SoRu37702224,6/23/22 11:48,Inorganic contaminants: Silver,1.94794,0,Contaminated: Chemical
AkRu05090224,6/23/22 11:59,Clean,0.0789323,1.89E-05,Clean
SoRu36834224,6/23/22 12:35,Clean,0.0110067,7.46E-05,Clean
HaAm16029224,6/23/22 12:37,"Inorganic contaminants: Lead, Silver, Cadmium",7.13158,0,Contaminated: Chemical
HaRu19665224,6/23/22 12:39,"Inorganic contaminants: Copper, Cadmium, Copper",2.74248,0,Contaminated: Chemical
KiRu27063224,6/23/22 14:09,Inorganic contaminants: Chromium,7.85862,0,Contaminated: Chemical
SoCh32018224,6/23/22 14:14,Clean,0.0260864,1.63E-05,Clean
SoMa34064224,6/23/22 14:53,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoRu37183224,6/23/22 14:55,Bacteria: E. coli,0,13.4792,Contaminated: Biological
AmBe11053224,6/23/22 15:18,Clean,0.0656492,5.76E-05,Clean
AmRu14058224,6/23/22 15:27,Clean,0.0305395,3.93E-05,Clean
AkRu04730224,6/23/22 15:47,Clean,0.0523794,2.36E-05,Clean
AkRu05859224,6/23/22 16:24,"Inorganic contaminants: Cadmium, Silver, Zinc, Arsenic",8.26534,0,Contaminated: Chemical
KiRu28325224,6/23/22 16:31,"Inorganic contaminants: Copper, Selenium",9.7281,0,Contaminated: Chemical
AkRu07460224,6/23/22 16:38,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu07174224,6/23/22 16:41,Clean,0.0590356,9.99E-05,Clean
AkHa00409224,6/23/22 16:50,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiMr24461224,6/24/22 9:03,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmRu14111224,6/24/22 9:16,Inorganic contaminants: Selenium,2.05743,0,Contaminated: Chemical
AmRu14885224,6/24/22 10:03,"Inorganic contaminants: Barium, Barium",2.8039,0,Contaminated: Chemical
AkRu06507224,6/24/22 10:08,Clean,0.0474648,2.90E-05,Clean
AkKi00969224,6/24/22 10:39,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaRu19890224,6/24/22 10:45,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu26237224,6/24/22 11:04,"Inorganic contaminants: Copper, Arsenic, Zinc, Zinc",2.10404,0,Contaminated: Chemical
AkRu06424224,6/24/22 12:04,Clean,0.0110256,4.52E-05,Clean
AmRu14871224,6/24/22 12:55,Clean,0.0324667,3.90E-05,Clean
AmRu15517224,6/24/22 12:57,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AmAm09595224,6/24/22 12:59,Inorganic contaminants: Selenium,9.44848,0,Contaminated: Chemical
KiAm22576224,6/24/22 12:59,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AmDa11996224,6/24/22 13:17,"Inorganic contaminants: Silver, Zinc",8.9196,0,Contaminated: Chemical
KiAm22024224,6/24/22 13:56,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
KiRu30536224,6/24/22 14:36,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaRu17236224,6/24/22 14:43,Inorganic contaminants: Selenium,9.74253,0,Contaminated: Chemical
KiRu27185224,6/24/22 14:54,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu06074224,6/24/22 15:16,"Inorganic contaminants: Chromium, Zinc, Barium",9.71039,0,Contaminated: Chemical
SoKo33508224,6/24/22 16:32,"Inorganic contaminants: Copper, Mercury, Mercury, Lead",4.33803,0,Contaminated: Chemical
AkRu07663224,6/25/22 9:33,Bacteria: E. coli,0.0117428,49.5964,Contaminated: Biological
AkRu07295224,6/25/22 9:52,Clean,0.0716026,7.99E-05,Clean
HaRu18473224,6/25/22 10:11,"Inorganic contaminants: Zinc, Silver",2.97588,0,Contaminated: Chemical
KiIs24150224,6/25/22 10:12,Bacteria: E. coli,0,32.7189,Contaminated: Biological
KiIs23900224,6/25/22 10:18,Inorganic contaminants: Lead,8.70004,0,Contaminated: Chemical
HaRu18090224,6/25/22 11:10,"Inorganic contaminants: Mercury, Cadmium, Mercury",5.35995,0,Contaminated: Chemical
AkRu05879224,6/25/22 11:32,Clean,0.0919596,2.14E-05,Clean
AkRu08168224,6/25/22 11:45,Clean,0.0458608,6.71E-05,Clean
KiRu27339224,6/25/22 11:54,"Inorganic contaminants: Silver, Copper, Chromium",6.18596,0,Contaminated: Chemical
HaRu20407224,6/25/22 12:03,"Inorganic contaminants: Selenium, Cadmium",4.99917,0,Contaminated: Chemical
AkRu05656224,6/25/22 12:31,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoKo33276224,6/25/22 12:34,Clean,0.0723721,7.14E-05,Clean
AkHa00187224,6/25/22 12:55,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu06289224,6/25/22 12:59,Inorganic contaminants: Cadmium,7.77132,0,Contaminated: Chemical
AkRu04788224,6/25/22 13:39,Clean,0.0324349,5.55E-05,Clean
KiRu29618224,6/25/22 13:42,"Inorganic contaminants: Barium, Copper, Arsenic",9.74514,0,Contaminated: Chemical
SoRu36331224,6/25/22 13:52,"Inorganic contaminants: Zinc, Chromium, Silver",7.8133,0,Contaminated: Chemical
HaSe20954224,6/25/22 14:00,Clean,0.0956669,6.35E-05,Clean
KiHa22871224,6/25/22 14:19,Bacteria: E. coli,0,23.1569,Contaminated: Biological
AmAs10651224,6/25/22 14:32,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu39551224,6/25/22 14:40,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AmDa11768224,6/25/22 14:42,"Inorganic contaminants: Silver, Copper",8.5182,0,Contaminated: Chemical
KiHa23134224,6/25/22 14:54,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu17861224,6/25/22 15:17,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiRu27625224,6/25/22 15:30,"Inorganic contaminants: Lead, Cadmium",1.19358,0,Contaminated: Chemical
SoRu35470224,6/25/22 15:35,Inorganic contaminants: Selenium,3.56719,0,Contaminated: Chemical
HaRu18808224,6/25/22 15:41,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AkRu02732224,6/25/22 15:49,"Inorganic contaminants: Arsenic, Zinc, Lead, Mercury",5.00265,0,Contaminated: Chemical
